titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
Jose Bonifacio 2700,"Jose Bonifacio 2700, 5° piso - Flores",$,13000,3m²,36m²,1,,$1.700,,Frente,,,1,Departamento,,
Rodriguez Peña 2000,Rodriguez Peña 2000 - Recoleta,$,23000,3m²,100m²,2,,$6.000,,Contrafrente,,,1,Semipiso,42años,
Calderon de la Barca 3000,Calderon de la Barca 3000 - Villa Devoto,$,120000,,1550m²,,,,,,,,,,,
Cordoba 5500,Cordoba 5500 - Palermo Hollywood,$,22000,,44m²,1,,$3.000,,Contrafrente,,,1,Departamento,4años,
Pres N Avellaneda 900,Pres N Avellaneda 900 - Castelar Norte,$,19000,18m²,110m²,2,,,,,,,,,45años,
Av Directorio 700,"Av Directorio 700, 5° piso - Caballito",$,8800,,36m²,1,,NoIncluidas,,,,,,Departamento,,
Av Directorio 700,"Av Directorio 700, 5° piso - Parque Chacabuco",$,8800,,36m²,1,,NoIncluidas,,,,,,Departamento,,
B Mitre 1600,"B Mitre 1600, 4° piso - San Nicolás",$,7500,,,1,,NoIncluidas,,,,,,Departamento,,
San Blas 5100,"San Blas 5100, 3° piso - Monte Castro",$,10700,7m²,42m²,1,,$1.650,3,Contrafrente,,3,,Departamento,25años,
Cnel T De Rocamora 4300,"Cnel T De Rocamora 4300, 10° piso - Almagro",$,13000,2m²,33m²,Monoambiente,,$4.150,,Lateral,,,,Departamento,10años,Si
Cerrito 2200,Cerrito 2200 - Centro,$,11500,3m²,48m²,2,,$1.400,,Frente,,,,Departamento,8años,
Mitre 2100,Mitre 2100 - Jose Marmol,$,30000,,340m²,4,,,,,,,,Casa,40años,
Gral Guido 400,Gral Guido 400 - Terrazas De Quilmes,$,15000,4m²,65m²,2,,$6.000,,,,,1,Departamento,8años,
AV MITRE,AV MITRE - Avellaneda,$,20000,,20m²,,,,,,,,,,,
Dr A Alsina 1400,Dr A Alsina 1400 - Congreso,'],,,1904m²,,,,,,,,,,,
Sarmiento 1900,"Sarmiento 1900, 5° piso - Centro",$,8000,,50m²,1,,$1.000,,Lateral,,,,Departamento,30años,
chacabuco 1100,chacabuco 1100 - San Telmo,$,9500,1m²,41m²,1,,,10,,,5,,Departamento,40años,
Dr J Jose Paso 100,Dr J Jose Paso 100 - Balvanera,$,11000,,75m²,3,,NoIncluidas,,Frente,,,,Departamento,45años,
Garcia De Cossio 6100,"Garcia De Cossio 6100, 1° piso - Liniers",$,12000,59m²,53m²,1,,,,Frente,,,,Departamento,30años,
Riobamba 800,"Riobamba 800, 2° piso - Recoleta",$,9000,,36m²,1,,,,,,,,Departamento,,
Riobamba 900,Riobamba 900 - Recoleta,$,8000,,,Monoambiente,,$2.000,10,,,,,Departamento,,
Riobamba 800,"Riobamba 800, 8° piso - Recoleta",$,9500,,,,,,,,,,,Departamento,,
Av Don Bosco 2500,Av Don Bosco 2500 - Moron,$,22000,,250m²,,,,,,,,,,,
E Echeverria 2500,"E Echeverria 2500, 6° piso - Belgrano C",$,25000,,,2,,NoIncluidas,,Contrafrente,,,2,Departamento,,
Jorge L Borges 2100,"Jorge L Borges 2100, 6° piso - Palermo",$,24000,,,2,,NoIncluidas,,Frente,,,1,Departamento,,
Italia 0,"Italia 0, 6° piso - Avellaneda",$,17000,,60m²,2,,$2.500,,,,,,Departamento,20años,
Bv De Los Italianos 600,Bv De Los Italianos 600 - Villa Dominico,$,7000,,35m²,1,,,,Interno,,,,,,Si
NUÑEZ 3400,NUÑEZ 3400 - Nuñez,$,15000,5m²,50m²,1,,$3.500,,Frente,,,,Departamento,,
NUÑEZ 3400,NUÑEZ 3400 - Saavedra,$,15000,5m²,50m²,1,,$3.500,,Frente,,,,Departamento,,
Dr E Lobos 400,"Dr E Lobos 400, PB piso - Caballito",$,10000,3m²,50m²,1,,NoIncluidas,,Lateral,,,,Departamento,,
J. B. ALBERDI 3900,J. B. ALBERDI 3900 - Floresta Sur,$,30000,,60m²,,,$2.000,,,,,,,,
Av. Asamblea 1900,"Av. Asamblea 1900, 1° piso - Floresta Sur",$,10000,8m²,38m²,2,,,,Frente,,,,Departamento,17años,
Adolfo Alsina 1500 (y V. Cevallos),Adolfo Alsina 1500 (y V. Cevallos) - Centro,$,100000,,,,,,,,,,,,,
Esquina Medrano y Diaz Velez,Esquina Medrano y Diaz Velez - Almagro,$,250000,,,,,,,,,,,,30años,
Pumacahua 0,Pumacahua 0 - Flores,$,10500,"2,5m²",38m²,1,,,,,,,,Departamento,,
55 600,"55 600, 8° piso - La Plata",+ $. de expensas'],2700,,80m²,2,,$2.700,,Frente,,,,Semipiso,,
Bulnes 1200,Bulnes 1200 - Palermo,$,18500,9m²,46m²,1,,$2.500,,Frente,,,,Departamento,2años,
Mitre 1300,Mitre 1300 - Centro,SIMUL\xc TU CR\xcDITO'],19,,80m²,2,,,,Frente,,,,Departamento,8años,Si
Gral Simon Bolivar 1800,Gral Simon Bolivar 1800 - Barracas,$,12000,,,2,,$3.500,2.50x1.00,Frente,,6.00x3.50,,Departamento,2.70x2.50c/placard;2.50x2.50c/placard,
MORON 3200,MORON 3200 - Flores,$,21000,,100m²,4,,NoPaga,,Frente,,,,,40años,
Bernardo De irigoyen al 400,Bernardo De irigoyen al 400 - San Telmo,$,12000,,,,,$2.400,,,,,,,40años,
Av Belgrano 3600,"Av Belgrano 3600, 6° piso - Almagro",$,17000,8m²,55m²,2,,$2.500,Excelente,Frente,,Vistaciudad,1,Departamento,7años,
Rep De Nicaragua 5800,"Rep De Nicaragua 5800, 5° piso - Palermo Hollywood",$,18000,,,,,$3.000,,,,,,,5años,
25 DE MAYO 800,25 DE MAYO 800 - Moron,$,18000,100m²,140m²,3,,,,,,,2,Casa,60años,
Cordoba 2100,Cordoba 2100 - Centro,$,17000,,70m²,3,,,,,,,1,Departamento,35años,
E Zeballos 3500,"E Zeballos 3500, 7° piso - Echesortu",$,6500,,45m²,1,,Incluidas,,Frente,,,,Departamento,,
FATECHE Y LOS LIRIOS,FATECHE Y LOS LIRIOS - Belen De Escobar,$,30000,238m²,358m²,,,,,,,,,,,
"av caamaño 1000 , pilar","av caamaño 1000 , pilar - Kilometro 45",$,9600,,,,,$3.500,,,,,1,,3años,
CALLE 184 1600,CALLE 184 1600 - Jose Leon Suarez,$,15000,,,2,,,,,,,2,Casa,20años,
Av San Martin 900,Av San Martin 900 - Microcentro,$,27000,,,,,,,,,,,,40años,
Av De Mayo 500,"Av De Mayo 500, 6° piso - Ramos Mejia Sur",$,11200,,60m²,2,,,,Contrafrente,,,,Departamento,,
Paraguay 1200,"Paraguay 1200, 6° piso - Barrio Norte",$,10000,2m²,46m²,1,,NoIncluidas,,Frente,,,,Departamento,40años,
Riglos 200,Riglos 200 - Caballito,$,13000,,40m²,1,,$4.500,,Frente,,,,Departamento,40años,
AV.JUAN BAUTISTA ALBERDI 1000,"AV.JUAN BAUTISTA ALBERDI 1000, PB piso - Caballito",$,9000,,24m²,,,,,,,,,Departamento,,
America,America - Malaver,'],,,,,,,,,,,,,,
Sucre 3000,"Sucre 3000, 12° piso - Belgrano R",$,25000,10m²,100m²,2,,$8.000,,Frente,,,1,Semipiso,35años,
Av Cabildo 2100,Av Cabildo 2100 - Belgrano C,$,210000,,,,,,,,,,,,,
Av Gdor M Ugarte 1500,"Av Gdor M Ugarte 1500, 4° piso - Olivos",USD,11000,,40m²,1,,NoIncluidas,,,,,,Departamento,35años,
AVDA CONGRESO 4700,"AVDA CONGRESO 4700, 13° piso - Villa Urquiza",$,24000,10m²,70m²,2,,NoIncluidas,,Contrafrente,,,,Departamento,,
Pje Valle 1200,"Pje Valle 1200, 7° piso - Caballito",$,8000,3m²,32m²,Monoambiente,,$3.100,,Frente,,,,Departamento,6años,
Cap J G Bermudez 2200,"Cap J G Bermudez 2200, pb piso - Monte Castro",$,40000,80m²,280m²,,,,,,,,,,20años,
Gral Juan Jose Viamonte 2500,"Gral Juan Jose Viamonte 2500, 5° piso - Balvanera",USD,11000,,35m²,1,,$1.972,12,Lateral,,4,,Departamento,42años,
D Matheu 1700,"D Matheu 1700, 21° piso - San Cristobal",$,14000,4m²,60m²,2,,$2.960,,Lateral,,,,Departamento,55años,
Belgrano 1000,Belgrano 1000 - Ramos Mejia Sur,$,120000,,1000m²,,,,,,,,,,,
Justo Jose de Urquiza 4800,Justo Jose de Urquiza 4800 - Caseros,$,60000,,233m²,,,,,,,,,,,
Urquiza 4700,Urquiza 4700 - Caseros,$,18000,,25m²,,,,,,,,,,,
Riobamba 0,"Riobamba 0, pb piso - Beccar-Vias/Rolon",$,16000,25m²,48m²,1,,$1.300,6,Contrafrente,,8años,EntreMedianeras,Departamento,Cemento,
M Pedraza 6200,"M Pedraza 6200, 1° piso - Villa Urquiza",$,14000,57m²,62m²,1,,NoPaga,,Frente,,,,,35años,
Av. del Libertador 600,"Av. del Libertador 600, 8° piso - Vicente Lopez Vias / Rio",$,9000,2m²,25m²,,,$2.600,,Contrafrente,,,,Departamento,50años,
Gral Juan Lavalle 3100,"Gral Juan Lavalle 3100, 6° piso - Abasto",$,9500,,,,,$5.600,,,,,,,45años,
Pje Romero 900,Pje Romero 900 - Pompeya,$,25000,,304m²,,,,,,,,,,20años,
SAN JUAN 400,"SAN JUAN 400, 4° piso - Centro",$,10000,10m²,55m²,2,,,,Frente,,,,Departamento,25años,
Cabrera 3200,"Cabrera 3200, 4° piso - Palermo",$,12000,3m²,37m²,Monoambiente,,$3.200,10años,Frente,,EntreMedianeras,,Departamento,MuyBueno,Si
T Garcia 3500,"T Garcia 3500, 3° piso - Colegiales",$,12500,,45m²,1,,$1.500,,Frente,,,,Departamento,15años,
Gral Jose G Artigas 4800,"Gral Jose G Artigas 4800, 6° piso - Villa Pueyrredon",$,17500,8m²,68m²,3,,$4.000,,Frente,,,,Departamento,45años,
Tres Sargentos 2100,"Tres Sargentos 2100, 2° piso - Martinez",$,15000,,,1,,$2.000,,,,,1,Departamento,,
Jose Pedro Varela 3400,"Jose Pedro Varela 3400, 1° piso - Villa del Parque",$,15000,7m²,58m²,2,,,,Interno,,,,,50años,
San Martin De Tours 600,"San Martin De Tours 600, 3° piso - Microcentro",$,12500,,52m²,,,$4.000,,,,,,Departamento,55años,
58 700,"58 700, pb piso - La Plata",$,6500,,30m²,Monoambiente,,,,,,,,Departamento,25años,
Neuquen 2200,"Neuquen 2200, 3° piso - Flores",$,10000,7m²,41m²,1,,NoIncluidas,,Frente,,,,Departamento,,
Montevideo 3900,Montevideo 3900 - Echesortu,$,7500,,35m²,1,,,,,,,,Departamento,,
Av Cordoba 1300,"Av Cordoba 1300, 1° piso - Tribunales",$,24000,,,,,$5.800,,,,,,,50años,
Av San Martin 1700,"Av San Martin 1700, 1º piso - Caballito Norte",$,13800,,,1,,$2.500,,Frente,,,,Departamento,6años,
Gavilán 800,"Gavilán 800, 1° piso - Caballito",$,15000,4m²,42m²,1,,,,Contrafrente,,,1,Departamento,,
Av Gral Las Heras 2400,"Av Gral Las Heras 2400, 3° piso - Barrio Norte",$,18000,69m²,60m²,2,,$5.000,,Frente,,,,Departamento,40años,
Mendoza 3500,Mendoza 3500 - Echesortu,$,50000,,320m²,,,,,,,,,,30años,
Baradero 0,Baradero 0 - Floresta,$,12000,,65m²,,,,,,,,,,,
ALVEAR E ITALIA,ALVEAR E ITALIA - Villa Ballester,SIMUL\xc TU CR\xcDITO'],19,,,Monoambiente,,,,Contrafrente,,,,Departamento,,
Pasteur 100,Pasteur 100 - Balvanera,$,10000,,40m²,1,,NoIncluidas,13,Frente,,4,,Departamento,40años,
Av San Martin 6800,"Av San Martin 6800, 3° piso - Villa Pueyrredon",$,9000,,30m²,,,,,,,,,Departamento,,
Tte Gral Juan D Peron 1400,"Tte Gral Juan D Peron 1400, 4° piso - Tribunales",$,6500,,,,,,,,,,,,45años,
Av Alberdi 800,Av Alberdi 800 - Caballito,$,8500,,35m²,1,,$1.473,,,,,,Departamento,,
Av Cordoba 3400,"Av Cordoba 3400, 8° piso - Palermo",$,8000,,28m²,Monoambiente,,$2.300,,Frente,,,,Departamento,40años,
PRESIDENTE ROCA 1400,"PRESIDENTE ROCA 1400, 03° piso - Centro",$,5200,28m²,28m²,Monoambiente,,$600,,Contrafrente,,,,Departamento,2años,
"CAMPOS, LUIS MARIA 1300","CAMPOS, LUIS MARIA 1300, SS piso - Belgrano",$,25000,,200m²,,,,,,,,,,70años,
Uspallata 700,Uspallata 700 - Barracas,$,9000,,32m²,1,,$2.000,,,,,,Departamento,,
Sarmiento 700,Sarmiento 700 - Centro,$,5800,,50m²,1,,,,,,,,Departamento,,
Rivadavia 8500,Rivadavia 8500 - Floresta,$,29000,,100m²,,,,,,,,,,,
Viamonte 200,"Viamonte 200, 3° piso - Cordoba",$,8500,,,1,,,,,,,,,3años,
CAMPICHUELO 2200,CAMPICHUELO 2200 - Rosario,$,5200,,70m²,2,,,,,,,1,Casa,,
Milan 1100,"Milan 1100, 00° piso - Tiro Suizo",$,8800,,,2,,,,,,,,Casa,,
Segui al 3900,Segui al 3900 - Botanico,+ $. de expensas'],8500,7m²,143m²,3,,$8.500,,Frente,,,1,,40años,
CASILDA 5500,CASILDA 5500 - Rosario,$,3500,,45m²,2,,,,,,,,Casa,,
AV.NAZCA 2900,"AV.NAZCA 2900, 5° piso - Villa del Parque",$,16000,8m²,65m²,2,,NoIncluidas,7,Contrafrente,,3,,Departamento,36años,
Cnel J Terrada 2100,"Cnel J Terrada 2100, PB piso - Barrio Santa Rita",$,9500,"3,4m²","39,6m²",1,,NoIncluidas,,Frente,,,,Departamento,48años,
belgrano 100,belgrano 100 - Moron Sur,'],,,217m²,,,,,,,,,,,
Rossini 1400,Rossini 1400 - Rosario,$,3900,,35m²,1,,,,,,,,Casa,,
Tomas Le Breton 4700,Tomas Le Breton 4700 - Villa Urquiza,$,9000,,28m²,Monoambiente,,$2.200,,Contrafrente,,,,Departamento,2años,
Behring 2500,Behring 2500 - Parque Chas,$,10000,5m²,35m²,Monoambiente,,,,,,,,Departamento,,
FRAY JUSTO SANTAMARIA DE ORO 2400,"FRAY JUSTO SANTAMARIA DE ORO 2400, 4° piso - Palermo",$,18000,5m²,60m²,2,,$7.000,,Frente,,,,Departamento,35años,
AV CABILDO al 2400,AV CABILDO al 2400 - Belgrano,$,240000,,,,,,,,,,,,30años,
Florida 400,"Florida 400, 3° piso - Microcentro",$,8300,,,,,$5.500,,,,,,,,
Cachimayo 0,"Cachimayo 0, 18° piso - Primera Junta",$,9800,,,1,,$2.800,25,Lateral,,8,,Departamento,,
E Valdenegro 2500,"E Valdenegro 2500, 8° piso - Villa Urquiza",$,11000,7m²,48m²,1,,$3.000,,Frente,,,,Semipiso,15años,
ALBERDI al 600,ALBERDI al 600 - Olivos,$,17300,5m²,55m²,1,,$4.500,,,,,,,9años,
"9 DE JULIO, AV. 6000","9 DE JULIO, AV. 6000 - Villa Ballester",$,35000,,400m²,,,,,,,,,,30años,
Alberdi 600,Alberdi 600 - Olivos Vias/Maipu,$,20000,,80m²,2,,,,,,,,Departamento,,
Rivadavia 8000,Rivadavia 8000 - Flores,$,18500,10m²,82m²,3,,NoIncluidas,,Frente,,,,Departamento,55años,
Santa Fe 1600,Santa Fe 1600 - Rosario,$,7000,,60m²,2,,,,,,,,Departamento,43años,
San Juan 2700,San Juan 2700 - Rosario,$,12500,,67m²,2,,,,,,,,Departamento,4años,
Avenida Donato Alvarez 2000,"Avenida Donato Alvarez 2000, 3° piso - Paternal",$,20500,95m²,,3,,$5.800,,Frente,,,,Departamento,45años,
Vilazar 3100,Vilazar 3100 - Rosario,$,6200,1m²,44m²,1,,,,,,,,,4años,
COCHABAMBA 1300,"COCHABAMBA 1300, 02° piso - Rosario",$,6000,,34m²,Monoambiente,,,7,Frente,,4,,Departamento,2años,
San Nicolas 200,"San Nicolas 200, 1° piso - Alberdi",$,6000,,50m²,1,,$500,,Interno,,,,Departamento,25años,
Zeballos 3000,"Zeballos 3000, 1° piso - Centro",$,6500,,45m²,1,,,,Frente,,,,Departamento,4años,
CASA EN ALQUILER ANUAL DE 3 DORMITORIOS EN LA LOMADA DE PILAR,CASA EN ALQUILER ANUAL DE 3 DORMITORIOS EN LA LOMADA DE PILAR - La Lomada De Pilar,$,40000,,235m²,3,,,,,,,1,Casa,1años,Si
Yerbal 3700,"Yerbal 3700, 1° piso - Floresta",$,7000,,32m²,1,,$1.200,Bueno,Lateral,,,,Departamento,,
Ituzaingo 1100,Ituzaingo 1100 - Rosario,SIMUL\xc TU CR\xcDITO'],19,,20m²,Monoambiente,,,,,,,,Departamento,,
Av. del Libertador al 2300,Av. del Libertador al 2300 - Olivos Vias/Rio,$,19200,3m²,47m²,1,,$6.500,,Frente,,,1,,3años,Si
Maipu 700,Maipu 700 - San Nicolás,$,26000,,51m²,,,,,,,,,,,
BOSQUE PERALTA RAMOS 0,BOSQUE PERALTA RAMOS 0 - Mar Del Plata,$,40000,,3600m²,6,,,,,,,3,Casa,,
D E Zavaleta 400,D E Zavaleta 400 - Parque Patricios,$,38000,,320m²,,,,,,,,,,,
O Cossettini 1500,O Cossettini 1500 - Puerto Madero,USD,5000,,315m²,,,,,,,,,,,
Jose M Estrada 100,"Jose M Estrada 100, 10° piso - Nueva Cordoba",$,17500,50m²,45m²,1,,,,,,,,Departamento,,
SAN MARTIN 1200,SAN MARTIN 1200 - Moron Norte,$,7700,16m²,40m²,1,,,,Frente,,,1,Ph,,
Av Del Libertador 2400,"Av Del Libertador 2400, 10° piso - Olivos Vias/Rio",$,7500,,24m²,,,$1.100,,,,,,Departamento,,
Crisólogo Larralde 1400,Crisólogo Larralde 1400 - Moron,$,7000,,,,,,,,,,,Departamento,,
Gral San Martin 500,"Gral San Martin 500, 1° piso - Moron Sur",$,6500,5m²,36m²,Monoambiente,,NoIncluidas,,Contrafrente,,,,Departamento,,
Monroe 5000,"Monroe 5000, 4° piso - Villa Urquiza",$,44000,,,,,,,,,,,,,
AV. GENERAL PAZ (A METROS DE PEATONAL 9 DE JULIO),AV. GENERAL PAZ (A METROS DE PEATONAL 9 DE JULIO) - Centro,$,115000,,400m²,,,,,,,,,,20años,
San Nicolas 300,San Nicolas 300 - Floresta,SIMUL\xc TU CR\xcDITO'],19,5m²,40m²,1,,,,,,,,Departamento,,
San Lorenzo 0,San Lorenzo 0 - Rosario,$,7500,1m²,35m²,Monoambiente,,,,,,,,,,
Belgrano 0,Belgrano 0 - Bernal,$,55000,,277m²,,,,,,,,,,,
SALGUERO 1600,"SALGUERO 1600, 6° piso - Palermo",$,12000,"3,9m²",35m²,Monoambiente,,NoIncluidas,,Frente,,,,Departamento,,
Alte G Brown 900,"Alte G Brown 900, 5° piso - Moron Sur",$,6800,,45m²,1,,$2.000,,,,,,Departamento,,
AV RIVADAVIA 13900,"AV RIVADAVIA 13900, 14° piso - Ramos Mejia",$,9500,5m²,50m²,1,,,,,,,,Departamento,,
Av Cramer 1700,"Av Cramer 1700, 6° piso - Belgrano C",$,14000,3m²,32m²,Monoambiente,,,,,,,,Departamento,,
E. Zeballos 4000,"E. Zeballos 4000, 02° piso - Echesortu",$,7700,6m²,55m²,2,,NoIncluidas,,Frente,,,,Departamento,,
Av Corrientes 4500,Av Corrientes 4500 - Almagro,$,25000,,79m²,2,,$5.000,,Contrafrente,,,,Departamento,,
Rivadavia 200,Rivadavia 200 - Quilmes,$,15000,,80m²,,,,,,,,,,,
9 de JULIO 100,9 de JULIO 100 - Ramos Mejia,$,13000,,80m²,2,,NoIncluidas,,,,,,Departamento,45años,
Monroe 5000,"Monroe 5000, 7° piso - Villa Urquiza",USD,3500,,,,,,,,,,,,,
Ituzaingo 700,"Ituzaingo 700, 2° piso - Centro",$,7900,,65m²,2,,,,Frente,,Standard,,Departamento,,
Zeballos 600,Zeballos 600 - Rosario,$,7500,,65m²,2,,,,,,,,Departamento,41años,
Vieytes 1000,Vieytes 1000 - Alberdi,$,6000,,35m²,1,,,,,,,,Casa,,
San Lorenzo 1000,San Lorenzo 1000 - Rosario,$,6500,1m²,1m²,1,,,,,,,,,,
Diogenes Taborda 44,Diogenes Taborda 44 - Parque Patricios,$,60000,,450m²,,,,,,,,,,,
Pichincha,Pichincha - Parque Patricios,$,55000,,600m²,,,,,,,,,,,
Maestro A D Elia 1900,Maestro A D Elia 1900 - San Miguel,$,10000,,,,,,,,,,,Departamento,,
24 De Septiembre 1800,"24 De Septiembre 1800, 2° piso - General Paz",$,7500,,,1,,,,,,,,Departamento,,
Gral San Martin 800,Gral San Martin 800 - Centro,+ $. de expensas'],3500,,250m²,,,$3.500,,,,,,,,
PASAJE CALDAS al 500,PASAJE CALDAS al 500 - Centro,$,5000,,35m²,1,,,,Contrafrente,,,,,11años,
Rodriguez Peña 1000,"Rodriguez Peña 1000, 10° piso - San Miguel",$,5300,,28m²,Monoambiente,,NoIncluidas,,Frente,,,,Departamento,,
Rodriguez Peña 1000,"Rodriguez Peña 1000, 1° piso - San Miguel",$,6600,,34m²,1,,NoIncluidas,,Lateral,,,,Departamento,,
Primera Junta 100,"Primera Junta 100, PA piso - San Miguel",$,6000,,35m²,Monoambiente,,,,Frente,,,,Departamento,,
J P Asborno 300,"J P Asborno 300, 2° piso - Belen De Escobar",$,7000,"1,57m²","30,06m²",Monoambiente,,,,,,,,Departamento,,
Av. del Libertador Gral. San Martín 1400,Av. del Libertador Gral. San Martín 1400 - General San Martin,$,43000,,500m²,,,,,,,,,,,
Bdier Gral J Zapiola 3800,"Bdier Gral J Zapiola 3800, 6 ° piso - Saavedra",$,16500,5m²,54m²,2,,$3.500,,Frente,,,1,Departamento,35años,
Av Pueyrredón 800,"Av Pueyrredón 800, 6° piso - Observatorio",$,6800,,43m²,1,,$1.350,,Frente,,,,Departamento,6años,
Belgrano 2100,"Belgrano 2100, PA piso - Colinas De Vélez Sarsfield",$,8300,,,2,,,,,,,1,Departamento,,
Cerrito 200,Cerrito 200 - San Nicolás,$,12500,,,,,,,,,,,,40años,
Estrada 100,Estrada 100 - Villa Maipu,$,725000,,5800m²,,,,,,,,,,,
Lacroze 5500,Lacroze 5500 - Villa Ballester,$,9000,,14m²,,,,,,,,,,,
Gral Alvarez Condarco 2300,"Gral Alvarez Condarco 2300, PB piso - Villa del Parque",SIMUL\xc TU CR\xcDITO'],19,,,1,,,,,,,,Departamento,,
Esteban A Gascon 500,"Esteban A Gascon 500, 4° piso - Almagro",$,8000,,25m²,Monoambiente,,$1.180,,Lateral,,,,Departamento,,
Juan Bautista Alberdi 4700,Juan Bautista Alberdi 4700 - Caseros,USD,65000,,361m²,,,,,,,,6,,,
Av Cordoba 2100,"Av Cordoba 2100, 9° piso - Recoleta",$,14500,2m²,43m²,1,,$2.400,,Frente,,2,,Departamento,,
Ancaste 3400,Ancaste 3400 - Pompeya,$,42000,,450m²,,,,,,,,,,,
OVIDIO LAGOS 700,OVIDIO LAGOS 700 - Centro,SIMUL\xc TU CR\xcDITO'],19,,,Monoambiente,,,,,,,,Departamento,21años,
PTE. ROCA al 2300,PTE. ROCA al 2300 - Abasto,$,6300,,35m²,1,,$900,,Frente,,,,,16años,
MAIPU al 1200,MAIPU al 1200 - Centro,$,6500,,35m²,Monoambiente,,$965,,Contrafrente,,,,,4años,
Paunero 1400,Paunero 1400 - San Miguel,$,7500,,,1,,,,Interno,,,,,,
Pacifico Rodriguez 4800,Pacifico Rodriguez 4800 - Villa Ballester,$,150000,,,,,,,,,,,,,
Av. Díaz Vélez al 3800,Av. Díaz Vélez al 3800 - Almagro,$,22000,3m²,90m²,2,,$10.000,,Frente,,,1,,40años,
Jose Maria Paz 1700,"Jose Maria Paz 1700, PA piso - San Miguel",$,8500,,36m²,1,,NoIncluidas,,Interno,,,1,Departamento,10años,
Muñoz 3300,"Muñoz 3300, PA piso - San Miguel",$,7900,,39m²,1,,NoIncluidas,,Interno,,,1,Departamento,,
AV ALVAREZ JONTE 2900,AV ALVAREZ JONTE 2900 - Barrio Santa Rita,$,9500,,45m²,,,,,,,,,,50años,
San Lorenzo 100,San Lorenzo 100 - Centro,$,9500,90m²,60m²,1,,,,,,,1,Departamento,,
Fitz Roy al 2100,Fitz Roy al 2100 - Palermo,$,37000,,,,,,,,,,,,10años,
Gdor S De Iriondo 400,Gdor S De Iriondo 400 - Rosario,$,35000,,604m²,,,,,,,,,,20años,
LAS HERAS 2500,LAS HERAS 2500 - Funes,$,15000,236m²,89m²,2,,,,,,,1,Chalet,10años,Si
Iriondo 500,Iriondo 500 - Pichincha,$,6000,,25m²,Monoambiente,,$800,,Frente,,,,Departamento,,
Las Heras 700,"Las Heras 700, 5° piso - Centro",$,7800,"6,92m²","46,13m²",1,,,,,,,,Departamento,,
Dr B De Irigoyen 900,Dr B De Irigoyen 900 - Belen De Escobar,$,11000,,"60,94m²",2,,,,,,,,Departamento,,
ALVEAR 2100,ALVEAR 2100 - Villa Ballester,$,8500,,18m²,,,,,,,,,,25años,
Dragones 2200,Dragones 2200 - Belgrano,USD,1600,10m²,80m²,2,,$12.000,,Frente,,,1,Semipiso,17años,
BARRIO EL ALJIBE,BARRIO EL ALJIBE - El Aljibe,$,20000,,130m²,3,,,,,,,1,Casa,2años,
Cnel Machado 1000,Cnel Machado 1000 - Moron Norte,$,8500,,42m²,1,,,,,,,,Departamento,15años,
Roca 4600,Roca 4600 - Villa Ballester,$,144375,,1375m²,,,,,,,,,,,
Sarmiento 900,Sarmiento 900 - Centro,$,3500,,16m²,,,$1.100,,,,,,,,
3 De Febrero 500,"3 De Febrero 500, 8º piso - Centro",$,15000,,45m²,1,,,,Contrafrente,,,1,Semipiso,,
LAS DELICIAS 0,LAS DELICIAS 0 - Las Delicias,$,40000,,350m²,3,,,,,,,2,Casa,6años,
I Pieres 1800,I Pieres 1800 - Mataderos,$,32000,,270m²,,,,,,,,,,,
Av libertador al 2300,Av libertador al 2300 - Olivos,$,21900,6m²,47m²,1,,$6.800,,Lateral,,,1,,2años,Si
Viamonte 5600,Viamonte 5600 - Centro,$,18000,,380m²,,,,,,,,,,,
Brandsen 6200,Brandsen 6200 - Funes,$,18000,,200m²,2,,,,,,,1,Chalet,,Si
-Pilar Golf,-Pilar Golf - Pilar Golf Club,$,70000,,230m²,3,,,,,,,2,,15años,
Travi 400,Travi 400 - Belen De Escobar,$,8500,,48m²,1,,,,,,,,Departamento,,
Nazarre 3200,Nazarre 3200 - Villa del Parque,$,125000,,,,,,,,,,,,,
Nogoya 4300,"Nogoya 4300, 5° piso - Villa Devoto",$,16000,4m²,60m²,2,,$3.100,Excelente,,,"3,7X6,6",,Departamento,"3,7X2,9-2,8X2,7",
BV RONDEAU 700,BV RONDEAU 700 - Sarmiento,$,3600,,,,,,,,,,,,10años,
Yapeyu 2000,Yapeyu 2000 - Centro,$,32000,,,,,,,,,,,,,
Barrio San Marino Funes Hills,Barrio San Marino Funes Hills - Funes,SIMUL\xc TU CR\xcDITO'],19,11m²,360m²,4,,,,,,,2,Casa,,
F Boero 400,F Boero 400 - Centro,$,5700,5m²,40m²,1,,Incluidas,,,,,,Departamento,,
Ortiz y Quintana,Ortiz y Quintana - Recoleta,USD,13000,,384m²,,,,,,,,,,,
Gral San Martin 500,"Gral San Martin 500, 7° piso - Moron Sur",$,9500,7m²,43m²,1,,,,Frente,,,,Departamento,,
Av Cabildo 100,"Av Cabildo 100, 6° piso - Belgrano",$,16000,8m²,53m²,1,,NoIncluidas,,Contrafrente,,,1,Departamento,30años,
Yatay 700,"Yatay 700, 4° piso - Almagro",$,13000,,,2,,$2.927,,Frente,,,,Departamento,40años,
