titulo,localizacion,moneda,precio,superficie_total,superficie_cubierta,dormitorios,ambientes,expensas,pisos,disposicion,piso,departamentos_x_piso,cocheras,tipo_departamento,antiguedad,con_pileta
"Francia 376, Bahía Blanca",Francia 376 Bahía Blanca - Buenos Aires Interior,$,700, 50 m² ,50 m²,1,2,,,Lateral,,,1,Departamento,,
"Rosales 1440, Valeria Del Mar",Rosales 1440 Valeria Del Mar - Bs.as. Costa Atlántica,$,1.000, 525 m² ,83 m²,3,,,,,,,,,,
"Carlos Reyles 4881, Parque Leloir, Ituzaingó",Carlos Reyles 4881 Parque Leloir - Ituzaingó - Bs.as. G.b.a. Oeste,$,4.500, 400 ha ,150 m²,2,4,,,,,,,,6 años,Si
"Chiozza 2270, San Bernardo",Chiozza 2270 San Bernardo - Bs.as. Costa Atlántica,$,1.000, 40 m² ,38 m²,1,2,,,Lateral,10,,1,Departamento,,
"Df 400, Santa María De Punilla, Punilla",Df 400 Santa María De Punilla - Punilla - Córdoba,$,1.500, 300 m² ,60 m²,2,4,,,,,,1,,,Si
"Av. 3 4435, Villa Gesell",Av. 3 4435 Villa Gesell - Bs.as. Costa Atlántica,$,2.000, 48 m² ,48 m²,2,3,,,,,,1,Semi piso,,
"Ciruelo 43, Cariló",Ciruelo 43 Cariló - Bs.as. Costa Atlántica,$,1.899, 70 m² ,70 m²,1,2,,,Lateral,2,,1,Departamento,,Si
"39 Y Mar Del Plata 200, Mar Azul",39 Y Mar Del Plata 200 Mar Azul - Bs.as. Costa Atlántica,$,3.700, 200 m² ,110 m²,4,5,,,,,,,,,
"Canal De La Serna 2000, Delta, Tigre",Canal De La Serna 2000 Delta - Tigre - Bs.as. G.b.a. Norte,$,600, 5000 m² ,50 m²,,,,,,,,,,2 años,
"Av. Arturo Umberto Illia 1233, X5152 Villa Carlos Paz, Córdoba 1225, Los Eucaliptus, Villa Carlos Paz","Av. Arturo Umberto Illia 1233, X5152 Villa Carlos Paz, Córdoba 1225 Los Eucaliptus - Villa Carlos Paz - Córdoba",$,1.400, 100 m² ,50 m²,1,2,,,Lateral,1,,1,Departamento,,Si
"Rio Carapachay 700, Tigre",Rio Carapachay 700 Tigre - Bs.as. G.b.a. Norte,$,1.200, 500 m² ,100 m²,2,4,,2,,,,,,,Si
"Merlo 0, Merlo, Junín",Merlo 0 Merlo - Junín - San Luis,$,1.200, 100 m² ,80 m²,2,,,,,,,1,,,
"Carriego 13, Punta Mogotes, Mar Del Plata",Carriego 13 Punta Mogotes - Mar Del Plata - Bs.as. Costa Atlántica,$,2.300, 58 m² ,50 m²,21,2,,,Frente,2,,1,Departamento,,
"Buenos Aires 13, Villa Gesell",Buenos Aires 13 Villa Gesell - Bs.as. Costa Atlántica,$,1.500, 53 m² ,48 m²,1,2,,,Frente,,,,Departamento,30 años,
"67 277, Mar Del Tuyú",67 277 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.000, 85 m² ,60 m²,3,4,,2,,,,1,,,
"Alameda 769 769, Villa Giardino, Punilla",Alameda 769 769 Villa Giardino - Punilla - Córdoba,$,950, 3500 m² ,250 m²,,,,,,,,,,10 años,
"Golf 260, Costa Esmeralda",Golf 260 Costa Esmeralda - Bs.as. Costa Atlántica,$,2.000, 180 m² ,160 m²,3,,,,,,,1,,,
"Charlone 555, Palermo,",Charlone 555 Palermo - Capital Federal,$,2.200, 55 m² ,50 m²,1,2,,,Frente,4,,,Departamento,,Si
"Roque Saenz Peña 1, Merlo, Junín",Roque Saenz Peña 1 Merlo - Junín - San Luis,$,900, 300 m² ,65 m²,2,3,,,,,,1,,,Si
"San Martin 2782, Otros Barrios,",San Martin 2782 Otros Barrios - Mendoza,$,800, 58 m² ,58 m²,1,1,,,Frente,1,,1,Monoambiente,,
"Barlovento Y Los Condores 1, Mar De Las Pampas",Barlovento Y Los Condores 1 Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.300, 60 m² ,54 m²,1,2,,,,,,1,,,Si
"Los Almendros 255, Merlo, Junín",Los Almendros 255 Merlo - Junín - San Luis,$,2.000, 535 m² ,80 m²,2,,,,,,,1,,,
"Costa Esmeralda Road 1, Costa Esmeralda",Costa Esmeralda Road 1 Costa Esmeralda - Bs.as. Costa Atlántica,$,10.000, 1000 m² ,300 m²,5,6,,2,,,,2,,,Si
"Chiozza 3100, San Bernardo",Chiozza 3100 San Bernardo - Bs.as. Costa Atlántica,$,2.000, 50 m² ,48 m²,2,3,,,Contrafrente,8,,,Departamento,,
"68 400, Mar Del Tuyú",68 400 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.500, 120 m² ,110 m²,3,4,,2,,,,1,,,
"Calle 12 1322, Miramar",Calle 12 1322 Miramar - Bs.as. Costa Atlántica,$,2.000, 110 m² ,110 m²,2,3,,,Lateral,15,,1,Departamento,,
"Santa Mónica, Brigadier Ojeda 700, Santa Rosa De Calamuchita, Calamuchita","Santa Mónica, Brigadier Ojeda 700 Santa Rosa De Calamuchita - Calamuchita - Córdoba",$,3.600, 90 m² ,80 m²,2,3,,,,,,1,,,Si
"Paseo 120 2000, Villa Gesell",Paseo 120 2000 Villa Gesell - Bs.as. Costa Atlántica,$,1.800, 113 m² ,113 m²,2,3,,,Frente,,,2,Dúplex,,
"Del Dorado 1139, Golf Viejo, Pinamar",Del Dorado 1139 Golf Viejo - Pinamar - Bs.as. Costa Atlántica,$,1.450, 110 m² ,70 m²,2,3,,2,,,,1,,,
"Ruta Prov. Nro.11 9, Villa Pehuenia, Aluminé",Ruta Prov. Nro.11 9 Villa Pehuenia - Aluminé - Neuquén,$,1.990, 45 m² ,45 m²,2,3,,,Interno,1,,1,Piso,,
"Corbeta Julieta 800, Valeria Del Mar",Corbeta Julieta 800 Valeria Del Mar - Bs.as. Costa Atlántica,$,2.500, 500 m² ,250 m²,4,5,,,,,,3,,,
"R. João Luís Da Silva Brito 464, Florianópolis, Santa Catarina",R. João Luís Da Silva Brito 464 Florianópolis - Santa Catarina - Brasil,$,10, 75 m² ,75 m²,2,3,,,Frente,,,1,Departamento,,Si
"Avenida Costanera Y Paseo 140 1, Villa Gesell",Avenida Costanera Y Paseo 140 1 Villa Gesell - Bs.as. Costa Atlántica,$,3.000, 79 m² ,74 m²,2,3,,,Frente,,,1,Departamento,,
"Walter Dotzauer 1285 1300, Lomas Este, Villa General Belgrano",Walter Dotzauer 1285 1300 Lomas Este - Villa General Belgrano - Córdoba,$,3.000, 700 m² ,120 m²,2,4,,,,,,1,,,Si
"San Juan 3500, San Bernardo",San Juan 3500 San Bernardo - Bs.as. Costa Atlántica,$,1.500, 50 m² ,58 m²,2,3,,2,,,,1,,,
"Paseo 103 72, Villa Gesell",Paseo 103 72 Villa Gesell - Bs.as. Costa Atlántica,$,1.000, 50 m² ,48 m²,1,2,,,Frente,,,1,Departamento,,
"3 Entre 72 Y 71 7100, Mar Del Tuyú",3 Entre 72 Y 71 7100 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.050, 62 m² ,52 m²,2,3,,,Frente,,,1,Dúplex,,
"Calle 68 583, Mar Del Tuyú",Calle 68 583 Mar Del Tuyú - Bs.as. Costa Atlántica,$,100, 250 m² ,95 m²,2,,,,,,,2,,,
"9 De Julio 2809, La Perla, Mar Del Plata",9 De Julio 2809 La Perla - Mar Del Plata - Bs.as. Costa Atlántica,$,1.000, 74 m² ,72 m²,2,3,,,Frente,2,,,Departamento,,
"Cairo 298, Ostende",Cairo 298 Ostende - Bs.as. Costa Atlántica,$,2.700, 120 m² ,100 m²,3,5,,2,,,,1,,,
"La Pampa 56, Parque Leloir, Ituzaingó",La Pampa 56 Parque Leloir - Ituzaingó - Bs.as. G.b.a. Oeste,$,13.000, 2500 m² ,200 m²,3,4,,,,,,,,40 años,Si
"Vasco Da Gama 1600, Valeria Del Mar",Vasco Da Gama 1600 Valeria Del Mar - Bs.as. Costa Atlántica,$,2.400, 450 m² ,50 m²,1,2,,,,,,1,Departamento,,
"Arturo 287, Sierra De Los Padres, General Pueyrredón",Arturo 287 Sierra De Los Padres - General Pueyrredón - Buenos Aires Interior,$,3.500, 1800 m² ,120 m²,2,3,,2,,,,1,,,Si
"Ugarte 1177, San Vicente",Ugarte 1177 San Vicente - Buenos Aires Interior,$,3.000, 2000 ha ,200 m²,2,4,,,,,,,,10 años,Si
"Bunge 1917, Centro, Pinamar",Bunge 1917 Centro - Pinamar - Bs.as. Costa Atlántica,$,8.500, 67 m² ,67 m²,1,2,,,Frente,4,,1,Departamento,,Si
"Estado Plurinacional De Bolivia Ex Libres Del Sur 400, Santa Clara Del Mar",Estado Plurinacional De Bolivia Ex Libres Del Sur 400 Santa Clara Del Mar - Bs.as. Costa Atlántica,$,1.200, 500 m² ,50 m²,1,2,,,,,,1,,,
"Rivadavia 2121 Entre Intermedanos Y Neptuno 2121, Centro, Pinamar", ,$,2.000, 70 m² ,65 m²,2,3,,,Frente,,,,Departamento,,
"Patricio Ham 938, Francisco Álvarez, Moreno",Patricio Ham 938 Francisco Álvarez - Moreno - Bs.as. G.b.a. Oeste,$,12.900, 6500 m² ,500 m²,5,5,,,,,,,,41 años,Si
"Calle 42 Y Punta Indio 500, Mar Azul",Calle 42 Y Punta Indio 500 Mar Azul - Bs.as. Costa Atlántica,$,2.800, 110 m² ,95 m²,2,3,,1,,,,1,,,
"Azopardo 762, Valeria Del Mar",Azopardo 762 Valeria Del Mar - Bs.as. Costa Atlántica,$,1.450, 8 m² ,8 m²,1,1,,,Frente,,,,,,Si
"Avenida Interbalnearia 437, Costa Del Este",Avenida Interbalnearia 437 Costa Del Este - Bs.as. Costa Atlántica,$,3.000, 200 m² ,120 m²,2,3,,2,,,,1,,,
"Carlos Calvo 659, San Telmo,",Carlos Calvo 659 San Telmo - Capital Federal,$,990, 27 m² ,25 m²,1,1,,,Frente,1,,,Departamento,,
"Amalia E/ Marmol Y Mansilla 700, Mar De Las Pampas",Amalia E/ Marmol Y Mansilla 700 Mar De Las Pampas - Bs.as. Costa Atlántica,$,2.900, 675 m² ,170 m²,3,4,,1,,,,,,,
"Ocean Dr 300, Miami, Florida",Ocean Dr 300 Miami - Florida - Usa,U$S,165, 80 m² ,72 m²,1,2,,,Frente,6,,35,Departamento,,Si
"Calle Sin Salida 32, Mar De Las Pampas",Calle Sin Salida 32 Mar De Las Pampas - Bs.as. Costa Atlántica,$,4.500, 350 m² ,170 m²,5,5,,,,,,2,,,
"Diagonal Centro 1, El Faro, Mar Del Plata",Diagonal Centro 1 El Faro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.000, 19 m² ,19 m²,1,1,,,Frente,2,,1,Departamento,,
"San Juan 3555, San Bernardo",San Juan 3555 San Bernardo - Bs.as. Costa Atlántica,$,100, 200 m² ,100 m²,2,4,,,,,,1,,,
"Paseo 105e/av 4 Y 5 424, Villa Gesell",Paseo 105e/av 4 Y 5 424 Villa Gesell - Bs.as. Costa Atlántica,$,800, 95 m² ,80 m²,2,3,,,Interno,1,,,Departamento,,
"Del Pejerrey 1032 1032, Centro, Pinamar",Del Pejerrey 1032 1032 Centro - Pinamar - Bs.as. Costa Atlántica,$,1.000, 100 m² ,80 m²,3,4,,,Contrafrente,2,,1,Dúplex,,
"Ellauri 20, Piriápolis, Maldonado",Ellauri 20 Piriápolis - Maldonado - Uruguay,U$S,80, 100 m² ,45 m²,1,2,,,,,,1,,,
"Calle 91 236, Mar Del Tuyú",Calle 91 236 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.500, 1 m² ,1 m²,3,5,,,,,,1,,,
"Piamonte 367, Colón", ,$,750, 50 m² ,50 m²,1,2,,,Interno,1,,1,Dúplex,,
"Av. Costanera 001, Solar De Los Molinos, Calamuchita",Av. Costanera 001 Solar De Los Molinos - Calamuchita - Córdoba,$,2.500, 1200 m² ,200 m²,3,3,,,,,,2,,,Si
"San Luis 1300, Centro, Mar Del Plata", ,$,600, 28 m² ,25 m²,1,1,,,Frente,3,,,Monoambiente,,
"San Lorenzo 1508, Villa Ciudad Parque Los Reartes, Calamuchita", ,$,900, 5400 m² ,500 m²,,,,,,,,,,5 años,
"Ruta Provincial 82 12300, Cacheuta, Luján De Cuyo",Ruta Provincial 82 12300 Cacheuta - Luján De Cuyo - Mendoza,$,1.400, 2000 m² ,60 m²,1,,,,,,,1,,,Si
"7326 Collins Ave 105, Miami, Florida",7326 Collins Ave 105 Miami - Florida - Usa,U$S,109, 65 m² ,65 m²,1,2,,,Lateral,1,,,Departamento,,
"Av Las Americas 1084, Parque Las Naciones, Presidente Perón",Av Las Americas 1084 Parque Las Naciones - Presidente Perón - Bs.as. G.b.a. Sur,$,3.000, 1200 m² ,140 m²,2,,,,,,,,,,
"Centro Tortuguitas 0, Tortuguitas, Malvinas Argentinas",Centro Tortuguitas 0 Tortuguitas - Malvinas Argentinas - Bs.as. G.b.a. Norte,$,6.000, 6000 m² ,360 m²,,,,,,,,,,,Si
"San Juan 1029, Mar De Ajo",San Juan 1029 Mar De Ajo - Bs.as. Costa Atlántica,$,1.000, 250 m² ,70 m²,2,3,,,Frente,,,,Departamento,,
"Mitre 4481, La Lucila Del Mar",Mitre 4481 La Lucila Del Mar - Bs.as. Costa Atlántica,$,600, 40 m² ,20 m²,1,1,,,,,,1,,,
"Camino A Liebig; 170 Mts De Ruta 26 (colon-sanjose) 170, San José, Colón",Camino A Liebig; 170 Mts De Ruta 26 (colon-sanjose) 170 San José - Colón - Entre Ríos,$,600, 4000 m² ,300 m²,2,2,,,,,,1,,,Si
"Calle N° 67 59, Mar Del Tuyú",Calle N° 67 59 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.500, 180 m² ,75 m²,2,3,,,,,,1,,,
"Las Almejas 1367, Monte Hermoso",Las Almejas 1367 Monte Hermoso - Buenos Aires Interior,$,2.300, 100 m² ,60 m²,2,2,,,,,,,,,
"Calle 33 465, Mar Azul",Calle 33 465 Mar Azul - Bs.as. Costa Atlántica,$,400, 100 m² ,70 m²,2,5,,,,,,1,,,
"Calle 1, Entre 46 Y 48 2134, Las Toninas","Calle 1, Entre 46 Y 48 2134 Las Toninas - Bs.as. Costa Atlántica",$,600, 850 m² ,50 m²,2,3,,,Lateral,,,,Departamento,,
"Thames 4100, El Faro, Mar Del Plata",Thames 4100 El Faro - Mar Del Plata - Bs.as. Costa Atlántica,$,1.600, 200 m² ,80 m²,2,3,,1,,,,1,,,
"Ruta 81 Sn, Los Blancos, Rivadavia",Ruta 81 Sn Los Blancos - Rivadavia - Salta,U$S,50, 350000 m² ,,,,,,,,,,,,
"4 Entre 87y89 4370, Necochea",4 Entre 87y89 4370 Necochea - Bs.as. Costa Atlántica,$,980, 48 m² ,48 m²,1,2,,,Contrafrente,,,,Departamento,,
"De La Retama 469, Alamos, Pinamar",De La Retama 469 Alamos - Pinamar - Bs.as. Costa Atlántica,$,2.200, 480 m² ,144 m²,2,3,,2,,,,1,,,
"Madariaga 32, Luis Guillón, Esteban Echeverría",Madariaga 32 Luis Guillón - Esteban Echeverría - Bs.as. G.b.a. Sur,U$S,18.000, 30 m² ,30 m²,,,,,,,,,,,
"Ruta Nacional 40 - Km 2022 - 2022, San Carlos De Bariloche, Bariloche",Ruta Nacional 40 - Km 2022 - 2022 San Carlos De Bariloche - Bariloche - Río Negro,$,3.000, 30000 m² ,200 m²,3,2,,,,,,3,,,Si
"Chiozza 2366, San Bernardo",Chiozza 2366 San Bernardo - Bs.as. Costa Atlántica,$,990, 45 m² ,41 m²,1,2,,,Frente,11,,,Departamento,,
"Av. Costanera 760, Villa Gesell",Av. Costanera 760 Villa Gesell - Bs.as. Costa Atlántica,$,500, 30 m² ,30 m²,2,3,,1,,,,,,,
"Betoven Al 700, Tigre",Betoven Al 700 Tigre - Bs.as. G.b.a. Norte,$,230.000, 1218 m² ,1218 m²,,,,,,,,,,0 años,
"Quesada Al 2100, Núñez,",Quesada Al 2100 Núñez - Capital Federal,U$S,160.000, 50 m² ,50 m²,2,3,1500,1,Frente,,,,,20 años,
"Los Arrayanes 382, Costa Del Este",Los Arrayanes 382 Costa Del Este - Bs.as. Costa Atlántica,$,3.000, 400 m² ,300 m²,3,4,,,,,,1,,,Si
"Av Maipú 1068, Vicente López",Av Maipú 1068 Vicente López - Bs.as. G.b.a. Norte,U$S,210.000, 64.45 m² ,64.45 m²,2,3,,,,,,,,,
"Ruta 41 242, Estancia Benquerencia, Monte",Ruta 41 242 Estancia Benquerencia - Monte - Buenos Aires Interior,U$S,197.000, 2.5 ha ,100 m²,1,,,,,,,1,,3 años,
"Gregorio Juárez 272, Monte Hermoso",Gregorio Juárez 272 Monte Hermoso - Buenos Aires Interior,$,2.200, 75 m² ,65 m²,2,,,,,,,,,,
"Dorrego 71 1-a, Rosario",Dorrego 71 1-a Rosario - Santa Fe,U$S,105.000, 41 m² ,41 m²,,1,1200,,Frente,,,,,3 años,
"Almafuerte Sn, San Justo, La Matanza",Almafuerte Sn San Justo - La Matanza - Bs.as. G.b.a. Oeste,$,750.000, 80 m² ,80 m²,,,,,,,,,,,
"Hilarion De La.quintana 102, Cañuelas",Hilarion De La.quintana 102 Cañuelas - Buenos Aires Interior,$,3.500, 1700 m² ,220 m²,3,5,,,,,,1,,,Si
"Lamas 1100, Caballito,",Lamas 1100 Caballito - Capital Federal,U$S,89.000, 35.4 m² ,32 m²,1,1,500,9,Contrafrente,6,6,,Departamento,0 años,
"Juno 995, Pinamar",Juno 995 Pinamar - Bs.as. Costa Atlántica,$,1.100, 300 m² ,130 m²,03,05,,,,,,01,,,
"Alem Al 486 Primer Piso, San Isidro",Alem Al 486 Primer Piso San Isidro - Bs.as. G.b.a. Norte,$,40.000, 272 m² ,272 m²,3,4,,,,,,,,50 años,
"Catamarca 1677 04 01, Centro, Rosario",Catamarca 1677 04 01 Centro - Rosario - Santa Fe,$,3.798.800, 50 m² ,50 m²,1,2,,,Frente,,,1,,0 años,
"Los Filtros 5000, San Rafael",Los Filtros 5000 San Rafael - Mendoza,U$S,250.000, 10000 m² ,600 m²,,,,,,,,,,5 años,
"Grandville 80-promo Octubre Y Noviembre 2018, Valeria Del Mar", ,$,1.270, 240 m² ,50 m²,1,2,,,,,,1,,,
"Monroe 3700, Belgrano R,",Monroe 3700 Belgrano R - Capital Federal,U$S,122.000, 64 m² ,60 m²,2,3,760,2,,,4,,Ph,70 años,
"Calle 47 Platanos 1, Plátanos, Berazategui",Calle 47 Platanos 1 Plátanos - Berazategui - Bs.as. G.b.a. Sur,U$S,359.000, 685 m² ,185 m²,4,6,7000,2,,,,1,,,Si
"Viamonte 1815, Recoleta,",Viamonte 1815 Recoleta - Capital Federal,U$S,610.000, 158.1 m² ,150 m²,,,23800,,,3,,,,9 años,
"Suipacha 921, Retiro,",Suipacha 921 Retiro - Capital Federal,$,2.500, 90 m² ,60 m²,2,3,,,Frente,,,,Departamento,,
"Jason 250, Centro, Pinamar",Jason 250 Centro - Pinamar - Bs.as. Costa Atlántica,$,220.000, 280 m² ,280 m²,,,,,,,,,,,
"República Arabe Siria Al 3100, Palermo,",República Arabe Siria Al 3100 Palermo - Capital Federal,U$S,147.000, 49 m² ,37 m²,1,2,2500,,Interno,,,1,,45 años,
"Costa Esmeralda 380, Costa Esmeralda",Costa Esmeralda 380 Costa Esmeralda - Bs.as. Costa Atlántica,$,165.000, 300 m² ,300 m²,4,5,,2,,,,1,,,
"Patagones Al 400, Avellaneda",Patagones Al 400 Avellaneda - Bs.as. G.b.a. Sur,$,12.000, 110 m² ,110 m²,3,4,,,,,,,,0 años,Si
"Avenida 6 3031, Villa Gesell",Avenida 6 3031 Villa Gesell - Bs.as. Costa Atlántica,U$S,100.000, 530 m² ,77 m²,2,,,,,,,1,,,
"Ruta 58 Al 100, José María Ezeiza, Ezeiza",Ruta 58 Al 100 José María Ezeiza - Ezeiza - Bs.as. G.b.a. Sur,U$S,35.000, 600 m² ,,,,,,,,,,,,
"Senillosa Al 100 Entre Rosario Y Chaco, Caballito,",Senillosa Al 100 Entre Rosario Y Chaco Caballito - Capital Federal,U$S,1.100, 55 m² ,50 m²,1,2,,,Frente,,,,,,
"Juan B.justo 7877, Villa Luro,",Juan B.justo 7877 Villa Luro - Capital Federal,$,400.000, 270 m² ,270 m²,,,,,,,,,,,
"Marcelo T. De Alvear 1300 7° Entre Talcahuano Y Uruguay, Barrio Norte,",Marcelo T. De Alvear 1300 7° Entre Talcahuano Y Uruguay Barrio Norte - Capital Federal,$,40.000, 90 m² ,80 m²,2,3,,,Interno,,,,,,
"General Urquiza 100, Balvanera,",General Urquiza 100 Balvanera - Capital Federal,U$S,890.000, 1136 m² ,,,,,,,,,,,,
"Ruta Provincial 1 Km19 19, Cortaderas, Chacabuco",Ruta Provincial 1 Km19 19 Cortaderas - Chacabuco - San Luis,U$S,420.000, 11.7 m² ,392 m²,2,,,,,,,1,,,
"Old Man 706, Haras Santa María, Escobar",Old Man 706 Haras Santa María - Escobar - Bs.as. G.b.a. Norte,U$S,280.000, 245 m² ,245 m²,4,,,,,,,5,,,
"Franklin 900, Caballito,",Franklin 900 Caballito - Capital Federal,U$S,8.000, 44 m² ,44 m²,,,0000000000,,,,,,,12 años,
"Silvio Ruggieri 3045, Palermo Chico,",Silvio Ruggieri 3045 Palermo Chico - Capital Federal,U$S,845.000, 110 m² ,100 m²,2,5,8000,2,Contrafrente,,4,1,Departamento,9 años,Si
"Ruta 58 Kms Barrio Malibu 3263, Santa Rita, San Vicente",Ruta 58 Kms Barrio Malibu 3263 Santa Rita - San Vicente - Buenos Aires Interior,U$S,55.000, 900 m² ,,,,,,,,,,,,
"63 2260, Fincas De Iraola, Berazategui",63 2260 Fincas De Iraola - Berazategui - Bs.as. G.b.a. Sur,U$S,610.000, 340 m² ,305 m²,3,5,,,,,,2,,4 años,Si
"Bolívar Y Buenos Aires 2118, Bristol, Mar Del Plata",Bolívar Y Buenos Aires 2118 Bristol - Mar Del Plata - Bs.as. Costa Atlántica,U$S,95.000, 45 m² ,45 m²,1,2,,,,,,,,,
"Sin Nombre Sn, Otros Barrios, Posadas",Sin Nombre Sn Otros Barrios - Posadas - Misiones,$,2.800.000, 3 ha ,30000 m²,2,,,,,,,1,,,
"Las Violetas 500, Costa Del Este",Las Violetas 500 Costa Del Este - Bs.as. Costa Atlántica,U$S,90.000, 66753 m² ,,,,,,Perimetral,,,,,,
"Ayolas 2661, Sarandí, Avellaneda",Ayolas 2661 Sarandí - Avellaneda - Bs.as. G.b.a. Sur,U$S,66.000, 219 m² ,219 m²,2,3,,,,,,,,0 años,
"Av. Libertador Al 1717 .eucalipto 1505, Olivos, Vicente López",Av. Libertador Al 1717 .eucalipto 1505 Olivos - Vicente López - Bs.as. G.b.a. Norte,U$S,545.000, 98 m² ,84 m²,2,3,10000,1,,,,1,,2 años,
"Castulo Peña 499, Jesús María, Colón",Castulo Peña 499 Jesús María - Colón - Córdoba,$,650.000, 150 m² ,150 m²,,,,,,,,,,3 años,
"Marcelo T. Ce Alvear 280, Mar Del Plata",Marcelo T. Ce Alvear 280 Mar Del Plata - Bs.as. Costa Atlántica,U$S,80.000, 234 m² ,107 m²,3,4,,,,,,1,,0 años,
"Lascano 2600, Villa Del Parque,",Lascano 2600 Villa Del Parque - Capital Federal,U$S,169.500, 59.07 m² ,56.15 m²,2,3,3000,3,Frente,1,8,,Departamento,6 años,Si
"Ruta 46 1244, Bragado",Ruta 46 1244 Bragado - Buenos Aires Interior,$,255.000, 3000 ha ,230 m²,3,,,,,,,3,,,
"Pucara 1838, Libertad, Merlo",Pucara 1838 Libertad - Merlo - Bs.as. G.b.a. Oeste,$,1.200.000, 220 m² ,50 m²,2,,,,,,,2,,,
"Bartolomé Mitre 200, Pinamar",Bartolomé Mitre 200 Pinamar - Bs.as. Costa Atlántica,$,2.002, 75 m² ,65 m²,2,3,,,Lateral,,,1,Semi piso,,
"Lima 900, Tortuguitas, Malvinas Argentinas",Lima 900 Tortuguitas - Malvinas Argentinas - Bs.as. G.b.a. Norte,$,2.500, 1850 m² ,180 m²,3,5,,,,,,,,30 años,Si
"Machico 44, Plottier", ,$,3.500.000, 200 m² ,145 m²,3,,00,,,,,1,,20 años,
"Del Cazon 1050, Centro, Pinamar",Del Cazon 1050 Centro - Pinamar - Bs.as. Costa Atlántica,$,2.000, 95 m² ,75 m²,2,3,,,Frente,1,,1,Dúplex,,
"3 5220, Mar Del Tuyú",3 5220 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.100, 75 m² ,65 m²,2,3,,2,,,,1,,,
"Rua Brisamar 142, Florianópolis, Santa Catarina",Rua Brisamar 142 Florianópolis - Santa Catarina - Brasil,$,1.800, 60 m² ,55 m²,1,2,,,Contrafrente,,,1,Departamento,,
"Bulnes 2800, Mar Del Plata",Bulnes 2800 Mar Del Plata - Bs.as. Costa Atlántica,U$S,110.000, 150 m² ,85 m²,2,3,,,,,,1,,20 años,
"Pellegrini 5011, Playa Grande, Mar Del Plata",Pellegrini 5011 Playa Grande - Mar Del Plata - Bs.as. Costa Atlántica,$,1.400, 45 m² ,45 m²,1,2,,,Frente,,,1,Departamento,,
"Ruta 6 Km 161 161, Pilar",Ruta 6 Km 161 161 Pilar - Bs.as. G.b.a. Norte,$,8.000, 70000 m² ,300 m²,6,,,,,,,,,,
"Alameda 202 82, Villa Gesell",Alameda 202 82 Villa Gesell - Bs.as. Costa Atlántica,$,400, 1600 m² ,1400 m²,,,,,,,,,,40 años,
"Ayres De Pilar, Ayres Del Pilar, Pilar",Ayres De Pilar Ayres Del Pilar - Pilar - Bs.as. G.b.a. Norte,U$S,2.000.000, 1493 m² ,720 m²,4,11,,2,,,,2,,10 años,Si
"Fray Justo Sta. Maria De Oro 2754, Palermo,",Fray Justo Sta. Maria De Oro 2754 Palermo - Capital Federal,$,1.020, 22 m² ,22 m²,,1,,,Frente,4,,,Departamento,,
"Los Reyunos 10, Los Reyunos, San Rafael",Los Reyunos 10 Los Reyunos - San Rafael - Mendoza,$,2.500, 200 m² ,120 m²,3,5,,,,,,1,,,Si
"Lebenshon 370, Mar De Ajo",Lebenshon 370 Mar De Ajo - Bs.as. Costa Atlántica,$,1.000, 33 m² ,33 m²,1,2,,,,4,,1,Departamento,,
"Palma De Mayorca 86 86, Santa Clara Del Mar",Palma De Mayorca 86 86 Santa Clara Del Mar - Bs.as. Costa Atlántica,$,2.625, 600 m² ,350 m²,3,5,,2,,,,1,,,
"Cadona 2400, Tandil",Cadona 2400 Tandil - Buenos Aires Interior,$,1.500, 400 m² ,40 m²,2,3,,,Frente,,,3,Piso,,Si
"139 254, Villa Gesell",139 254 Villa Gesell - Bs.as. Costa Atlántica,$,1.000, 100 m² ,70 m²,2,3,,,,,,1,,,
"173 0, Villa Gesell",173 0 Villa Gesell - Bs.as. Costa Atlántica,$,1.500, 65 m² ,49 m²,1,1,,,Frente,,,1,Monoambiente,,Si
"89 000, Mar Del Tuyú",89 000 Mar Del Tuyú - Bs.as. Costa Atlántica,$,1.200, 80 m² ,80 m²,3,4,,,,,,1,,8 años,
"Rosetti 1, Bella Vista, San Miguel",Rosetti 1 Bella Vista - San Miguel - Bs.as. G.b.a. Norte,$,10.000, 2100 m² ,800 m²,3,5,,,,,,,,10 años,Si
"Costanera 3700, Costa Azul",Costanera 3700 Costa Azul - Bs.as. Costa Atlántica,$,1.200, 50 m² ,50 m²,1,2,,,Frente,1,,,Departamento,,
"Padre Benassi 1072, La Falda, Punilla",Padre Benassi 1072 La Falda - Punilla - Córdoba,$,1.500, 920 m² ,130 m²,3,5,,,,,,3,,,Si
"Av. San Bernardo 120 /140 120, San Bernardo",Av. San Bernardo 120 /140 120 San Bernardo - Bs.as. Costa Atlántica,$,1.500, 112 m² ,96 m²,2,3,,,Frente,14,,,Semi piso,,
